word,radical,pinyin,label,bounds,flags
大,大,dà,O,B,n
学,子,xué,O,E,n
第,竹,dì,O,B,m
一,一,yī,O,E,m
医,匚,yī,O,B,n
院,阝,yuàn,O,E,n
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,M,n
科,禾,kē,O,E,n
(,UNK,UNK,O,S,x
郭,阝,guō,O,B,nr
晓,日,xiǎo,O,M,nr
蕙,艹,huì,O,E,nr
),UNK,UNK,O,S,x
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
心,心,xīn,O,B,n
内,冂,nèi,O,M,n
科,禾,kē,O,E,n
(,UNK,UNK,O,S,x
霍,雨,huò,O,B,nr
勇,力,yǒng,O,E,nr
),UNK,UNK,O,S,x
;,UNK,UNK,O,S,x
南,十,nán,O,B,ns
京,亠,jīng,O,E,ns
鼓,鼓,gǔ,O,B,n
楼,木,lóu,O,E,n
医,匚,yī,O,B,n
院,阝,yuàn,O,E,n
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,M,n
科,禾,kē,O,E,n
(,UNK,UNK,O,S,x
朱,木,zhū,O,S,nr
大,大,dà,O,B,nz
龙,龙,lóng,O,E,nz
),UNK,UNK,O,S,x
;,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
四,囗,sì,O,B,nt
川,川,chuān,O,M,nt
大,大,dà,O,M,nt
学,子,xué,O,E,nt
华,十,huá,O,B,ns
西,覀,xī,O,E,ns
医,匚,yī,O,B,n
院,阝,yuàn,O,E,n
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,M,n
科,禾,kē,O,E,n
(,UNK,UNK,O,S,x
童,立,tóng,O,B,nr
南,十,nán,O,M,nr
伟,亻,wěi,O,E,nr
),UNK,UNK,O,S,x
;,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
北,匕,běi,O,B,nt
京,亠,jīng,O,M,nt
安,宀,ān,O,M,nt
贞,贝,zhēn,O,M,nt
医,匚,yī,O,M,nt
院,阝,yuàn,O,E,nt
肾,月,shèn,O,S,n
内,冂,nèi,O,S,f
LB,UNK,UNK,O,S,x
科,禾,kē,O,S,n
(,UNK,UNK,O,S,x
谌,讠,chén,O,B,nr
贻,贝,yí,O,M,nr
璞,王,pú,O,E,nr
),UNK,UNK,O,S,x
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
流,氵,liú,O,B,n
行,行,háng,O,M,n
病,疒,bìng,O,E,n
研,石,yán,O,B,n
究,穴,jiū,O,M,n
室,宀,shì,O,E,n
(,UNK,UNK,O,S,x
赵,走,zhào,O,B,nr
冬,夂,dōng,O,E,nr
),UNK,UNK,O,S,x
;,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
第,竹,dì,O,B,nt
四,囗,sì,O,M,nt
军,冖,jūn,O,M,nt
医,匚,yī,O,M,nt
大,大,dà,O,M,nt
学,子,xué,O,E,nt
唐,口,táng,O,S,nr
都,阝,dū,O,S,d
医,匚,yī,O,B,n
院,阝,yuàn,O,E,n
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,M,n
科,禾,kē,O,E,n
(,UNK,UNK,O,S,x
焦,灬,jiāo,O,B,nr
凯,几,kǎi,O,E,nr
),UNK,UNK,O,S,x
;,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
火,火,huǒ,O,B,n
箭,竹,jiàn,O,E,n
军,冖,jūn,O,S,n
总,心,zǒng,O,B,n
医,匚,yī,O,M,n
院,阝,yuàn,O,E,n
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,M,n
科,禾,kē,O,E,n
(,UNK,UNK,O,S,x
李,木,lǐ,O,S,nr
全,入,quán,O,B,n
民,乛,mín,O,E,n
),UNK,UNK,O,S,x
;,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
中,丨,zhōng,O,B,nt
山,山,shān,O,M,nt
大,大,dà,O,M,nt
