word,radical,pinyin,label,bounds,flags
临,丨,lín,O,B,vn
床,广,chuáng,O,E,vn
研,石,yán,O,B,vn
究,穴,jiū,O,E,vn
LB,UNK,UNK,O,S,x
基,土,jī,O,B,n
金,金,jīn,O,M,n
项,页,xiàng,O,M,n
目,目,mù,O,E,n
:,UNK,UNK,O,S,x
甘,甘,gān,O,B,ns
肃,聿,sù,O,M,ns
省,目,shěng,O,E,ns
技,扌,jì,O,B,n
术,木,shù,O,E,n
研,石,yán,O,B,vn
究,穴,jiū,O,E,vn
与,一,yǔ,O,S,p
开,廾,kāi,O,B,v
发,又,fā,O,E,v
专,一,zhuān,O,B,n
项,页,xiàng,O,E,n
计,讠,jì,O,B,n
划,刂,huá,O,E,n
(,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
T,UNK,UNK,O,B,eng
C,UNK,UNK,O,M,eng
Y,UNK,UNK,O,M,eng
A,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,E,eng
),UNK,UNK,O,S,x
LB,UNK,UNK,O,S,x
治,氵,zhì,O,S,v
、,UNK,UNK,O,S,x
司,口,sī,O,B,nr
玉,玉,yù,O,M,nr
春,日,chūn,O,E,nr
、,UNK,UNK,O,S,x
李,木,lǐ,O,B,nr
金,金,jīn,O,M,nr
龙,龙,lóng,O,E,nr
),UNK,UNK,O,S,x
;,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
临,丨,lín,O,B,ns
夏,夂,xià,O,M,ns
州,川,zhōu,O,E,ns
人,人,rén,O,B,n
民,乛,mín,O,E,n
医,匚,yī,O,B,n
院,阝,yuàn,O,E,n
(,UNK,UNK,O,S,x
杨,木,yáng,O,B,nr
发,又,fā,O,E,nr
、,UNK,UNK,O,S,x
李,木,lǐ,O,B,nr
永,水,yǒng,O,M,nr
红,纟,hóng,O,E,nr
),UNK,UNK,O,S,x
;,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
北,匕,běi,O,B,ns
京,亠,jīng,O,M,ns
市,巾,shì,O,E,ns
疾,疒,jí,O,B,n
控,扌,kòng,O,M,n
中,丨,zhōng,O,M,n
心,心,xīn,O,E,n
LB,UNK,UNK,O,S,x
(,UNK,UNK,O,S,x
王,王,wáng,O,B,nr
怡,忄,yí,O,M,nr
婷,女,tíng,O,E,nr
),UNK,UNK,O,S,x
LB,UNK,UNK,O,S,x
临,丨,lín,O,B,ns
夏,夂,xià,O,E,ns
地,土,dì,O,B,n
区,匚,qū,O,E,n
不,一,bù,O,B,a
同,口,tóng,O,E,a
民,乛,mín,O,B,n
族,方,zú,O,E,n
代,亻,dài,B-Disease,B,v
谢,讠,xiè,I-Disease,E,v
综,纟,zōng,I-Disease,B,n
合,口,hé,I-Disease,M,n
征,彳,zhēng,I-Disease,E,n
患,心,huàn,O,B,n
病,疒,bìng,O,M,n
率,玄,shuài,O,E,n
及,又,jí,O,B,c
其,八,qí,O,E,c
危,㔾,wēi,O,B,an
险,阝,xiǎn,O,E,an
因,囗,yīn,O,B,n
素,糸,sù,O,E,n
分,刀,fēn,O,B,vn
析,木,xī,O,E,vn
LB,UNK,UNK,O,S,x
齐,齐,qí,O,B,nz
发,又,fā,O,E,nz
梅,木,méi,O,S,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
韩,韦,hán,O,S,j
平,干,píng,O,B,n
治,氵,zhì,O,E,n
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
司,口,sī,O,B,nr
玉,玉,yù,O,M,nr
春,日,chūn,O,E,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
李,木,lǐ,O,B,nr
金,金,jīn,O,M,nr
龙,龙,lóng,O,E,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
杨,木,yáng,O,B,nr
发,又,fā,O,E,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
李,木,lǐ,O,B,nr
永,水,yǒng,O,M,nr
红,纟,hóng,O,E,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
王,王,wáng,O,B,nr
怡,忄,yí,O,M,nr
婷,女,tíng,O,E,nr
sep,sep,sep,sep,sep,sep
LB,UNK,UNK,O,S,x
[,UNK,UNK,O,S,x
提,扌,tí,O,B,v
要,覀,yào,O,E,v
],UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
采,采,cǎi,O,B,v
用,用,yòng,O,E,v
多,夕,duō,O,B,b
级,纟,jí,O,E,b
分,刀,fēn,O,B,n
层,尸,céng,O,E,n
整,攵,zhěng,O,B,n
群,羊,qún,O,E,n
抽,扌,chōu,O,B,v
样,木,yàng,O,E,v
的,白,dí,O,S,uj
方,方,fāng,O,B,n
法,氵,fǎ,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
选,辶,xuǎn,O,B,v
择,扌,zé,O,E,v
临,丨,lín,O,B,ns
夏,夂,xià,O,M,ns
市,巾,shì,O,E,ns
健,亻,jiàn,O,B,a
康,广,kāng,O,E,a
体,亻,tǐ,O,B,v
检,木,jiǎn,O,E,v
的,白,dí,O,S,uj
居,尸,jū,O,B,n
民,乛,mín,O,E,n
SPACE,UNK,UNK,O,S,x
num,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
SPACE,UNK,UNK,O,S,x
人,人,rén,O,S,n
作,亻,zuò,O,B,v
为,丶,wéi,O,E,v
研,石,yán,O,B,vn
究,穴,jiū,O,E,vn
对,寸,duì,O,B,n
象,豕,xiàng,O,E,n
;,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
采,采,cǎi,O,B,v
用,用,yòng,O,E,v
美,八,měi,O,S,ns
LB,UNK,UNK,O,S,x
国,囗,guó,O,S,n
国,囗,guó,O,B,n
家,宀,jiā,O,E,n
胆,月,dǎn,O,B,n
固,囗,gù,O,M,n
醇,酉,chún,O,E,n
教,攵,jiào,O,B,vn
育,月,yù,O,E,vn
计,讠,jì,O,B,n
划,刂,huá,O,E,n
成,戈,chéng,O,B,n
人,人,rén,O,E,n
治,氵,zhì,O,B,v
疗,疒,liáo,O,E,v
专,一,zhuān,O,B,n
家,宀,jiā,O,M,n
组,纟,zǔ,O,E,n
第,竹,dì,O,B,m
三,一,sān,O,M,m
次,欠,cì,O,E,m
报,扌,bào,O,B,n
告,口,gào,O,E,n
修,亻,xiū,O,B,v
订,讠,dìng,O,E,v
后,口,hòu,O,S,f
的,白,dí,O,S,uj
标,木,biāo,O,B,n
准,冫,zhǔn,O,E,n
(,UNK,UNK,O,S,x
A,UNK,UNK,O,B,eng
T,UNK,UNK,O,M,eng
P,UNK,UNK,O,M,eng
num,UNK,UNK,O,E,eng
),UNK,UNK,O,S,x
、,UNK,UNK,O,S,x
中,丨,zhōng,O,B,nt
华,十,huá,O,M,nt
医,匚,yī,O,M,nt
学,子,xué,O,M,nt
