word,radical,pinyin,label,bounds,flags
基,土,jī,O,B,n
层,尸,céng,O,E,n
糖,米,táng,O,B,n
尿,尸,niào,O,M,n
病,疒,bìng,O,E,n
微,彳,wēi,O,B,n
血,血,xiě,O,M,n
管,竹,guǎn,O,E,n
病,疒,bìng,O,B,v
变,又,biàn,O,E,v
筛,竹,shāi,O,B,vn
查,木,chá,O,E,vn
与,一,yǔ,O,S,p
防,阝,fáng,O,B,v
治,氵,zhì,O,E,v
专,一,zhuān,O,B,n
家,宀,jiā,O,E,n
共,八,gòng,O,B,n
识,讠,shí,O,E,n
LB,UNK,UNK,O,S,x
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
微,彳,wēi,O,B,i
循,彳,xún,O,M,i
环,王,huán,O,E,i
学,子,xué,O,B,n
会,人,huì,O,E,n
糖,米,táng,O,B,n
尿,尸,niào,O,M,n
病,疒,bìng,O,E,n
与,一,yǔ,O,S,p
微,彳,wēi,O,B,i
循,彳,xún,O,M,i
环,王,huán,O,E,i
专,一,zhuān,O,B,n
业,一,yè,O,E,n
委,女,wěi,O,B,n
员,口,yuán,O,M,n
会,人,huì,O,E,n
LB,UNK,UNK,O,S,x
基,土,jī,O,B,n
金,金,jīn,O,M,n
项,页,xiàng,O,M,n
目,目,mù,O,E,n
:,UNK,UNK,O,S,x
国,囗,guó,O,B,n
家,宀,jiā,O,E,n
重,里,zhòng,O,B,n
点,灬,diǎn,O,E,n
研,石,yán,O,B,j
发,又,fā,O,E,j
计,讠,jì,O,B,n
划,刂,huá,O,E,n
资,贝,zī,O,B,n
助,力,zhù,O,E,n
(,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
Y,UNK,UNK,O,B,eng
F,UNK,UNK,O,M,eng
C,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,E,eng
),UNK,UNK,O,S,x
LB,UNK,UNK,O,S,x
通,辶,tōng,O,B,nz
讯,讠,xùn,O,E,nz
作,亻,zuò,O,B,n
者,耂,zhě,O,E,n
:,UNK,UNK,O,S,x
孙,子,sūn,O,B,nr
子,子,zǐ,O,E,nr
林,木,lín,O,S,ng
SPACE,UNK,UNK,O,S,x
E,UNK,UNK,O,S,x
-,UNK,UNK,O,S,x
m,UNK,UNK,O,B,eng
a,UNK,UNK,O,M,eng
i,UNK,UNK,O,M,eng
l,UNK,UNK,O,E,eng
:,UNK,UNK,O,S,x
s,UNK,UNK,O,B,eng
u,UNK,UNK,O,M,eng
n,UNK,UNK,O,M,eng
z,UNK,UNK,O,M,eng
i,UNK,UNK,O,M,eng
l,UNK,UNK,O,M,eng
i,UNK,UNK,O,M,eng
n,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,M,eng
num,UNK,UNK,O,E,eng
@,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
.,UNK,UNK,O,E,m
c,UNK,UNK,O,B,eng
o,UNK,UNK,O,M,eng
m,UNK,UNK,O,E,eng
LB,UNK,UNK,O,S,x
随,阝,suí,O,B,p
着,目,zhuó,O,E,p
人,人,rén,O,B,n
们,亻,mén,O,E,n
生,生,shēng,O,B,vn
活,氵,huó,O,E,vn
方,方,fāng,O,B,n
式,弋,shì,O,E,n
的,白,dí,O,S,uj
改,攵,gǎi,O,B,v
变,又,biàn,O,E,v
和,口,hé,O,S,c
社,礻,shè,O,B,n
会,人,huì,O,E,n
人,人,rén,O,B,n
口,口,kǒu,O,M,n
老,耂,lǎo,O,M,n
龄,齿,líng,O,M,n
化,亻,huà,O,E,n
进,辶,jìn,O,S,v
LB,UNK,UNK,O,S,x
程,禾,chéng,O,S,n
的,白,dí,O,S,uj
加,力,jiā,O,B,v
剧,刂,jù,O,E,v
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
正,止,zhèng,O,S,d
成,戈,chéng,O,B,v
为,丶,wéi,O,E,v
一,一,yī,O,B,m
种,禾,zhǒng,O,E,m
全,入,quán,O,B,n
球,王,qiú,O,E,n
范,艹,fàn,O,B,n
围,囗,wéi,O,E,n
内,冂,nèi,O,S,f
的,白,dí,O,S,uj
慢,忄,màn,O,B,b
性,忄,xìng,O,E,b
流,氵,liú,O,S,n
LB,UNK,UNK,O,S,x
行,行,háng,O,S,zg
性,忄,xìng,O,B,n
疾,疒,jí,O,M,n
病,疒,bìng,O,E,n
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
据,扌,jù,O,S,p
国,囗,guó,O,B,n
际,阝,jì,O,E,n
糖,米,táng,O,B,n
尿,尸,niào,O,M,n
病,疒,bìng,O,E,n
联,耳,lián,O,B,j
盟,皿,méng,O,E,j
估,亻,gū,O,B,v
计,讠,jì,O,E,v
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
至,至,zhì,O,S,p
SPACE,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
