word,radical,pinyin,label,bounds,flags
心,心,xīn,B-Disease,B,n
血,血,xiě,I-Disease,M,n
管,竹,guǎn,I-Disease,E,n
疾,疒,jí,I-Disease,B,n
病,疒,bìng,I-Disease,E,n
合,口,hé,O,B,v
并,干,bìng,O,E,v
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
口,口,kǒu,B-Drug,B,n
服,月,fú,I-Drug,E,n
降,阝,jiàng,I-Drug,B,n
糖,米,táng,I-Drug,M,n
药,艹,yào,I-Drug,E,n
物,牜,wù,I-Drug,S,zg
应,广,yīng,O,B,v
用,用,yòng,O,E,v
专,一,zhuān,O,B,n
家,宀,jiā,O,E,n
共,八,gòng,O,B,n
识,讠,shí,O,E,n
LB,UNK,UNK,O,S,x
高,高,gāo,O,B,nr
颖,页,yǐng,O,E,nr
SPACE,UNK,UNK,O,S,x
杨,木,yáng,O,B,nr
光,儿,guāng,O,M,nr
燃,火,rán,O,E,nr
SPACE,UNK,UNK,O,S,x
周,口,zhōu,O,B,nr
迎,辶,yíng,O,M,nr
生,生,shēng,O,E,nr
SPACE,UNK,UNK,O,S,x
洪,氵,hóng,O,B,t
天,大,tiān,O,E,t
配,酉,pèi,O,S,v
SPACE,UNK,UNK,O,S,x
姜,女,jiāng,O,B,nr
红,纟,hóng,O,E,nr
孙,子,sūn,O,B,nr
宁,宀,níng,O,M,nr
玲,王,líng,O,E,nr
严,一,yán,O,B,nr
晓,日,xiǎo,O,M,nr
伟,亻,wěi,O,E,nr
SPACE,UNK,UNK,O,S,x
李,木,lǐ,O,B,nr
建,廴,jiàn,O,M,nr
军,冖,jūn,O,E,nr
LB,UNK,UNK,O,S,x
董,艹,dǒng,O,B,nr
吁,口,xū,O,E,nr
钢,钅,gāng,O,S,n
SPACE,UNK,UNK,O,S,x
李,木,lǐ,O,S,nr
新,斤,xīn,O,B,v
立,立,lì,O,E,v
SPACE,UNK,UNK,O,S,x
李,木,lǐ,O,B,nr
凌,冫,líng,O,E,nr
SPACE,UNK,UNK,O,S,x
杨,木,yáng,O,B,nr
萍,艹,píng,O,E,nr
SPACE,UNK,UNK,O,S,x
李,木,lǐ,O,S,nr
全,入,quán,O,B,n
民,乛,mín,O,E,n
唐,口,táng,O,B,nr
梅,木,méi,O,E,nr
谌,讠,chén,O,B,nr
贻,贝,yí,O,M,nr
璞,王,pú,O,E,nr
SPACE,UNK,UNK,O,S,x
马,马,mǎ,O,S,n
长,长,cháng,O,B,n
生,生,shēng,O,E,n
LB,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
年,干,nián,O,S,m
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
糖,米,táng,O,B,n
尿,尸,niào,O,M,n
病,疒,bìng,O,E,n
流,氵,liú,O,B,n
行,行,háng,O,M,n
病,疒,bìng,O,M,n
学,子,xué,O,E,n
调,讠,tiáo,O,B,vn
查,木,chá,O,E,vn
显,日,xiǎn,O,B,v
示,示,shì,O,E,v
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
num,UNK,UNK,O,B,m
num,UNK,UNK,O,E,m
岁,山,suì,O,S,m
及,又,jí,O,B,c
以,人,yǐ,O,E,c
LB,UNK,UNK,O,S,x
上,一,shàng,O,S,f
人,人,rén,O,B,n
群,羊,qún,O,E,n
num,UNK,UNK,B-Disease,S,m
型,土,xíng,I-Disease,S,k
糖,米,táng,I-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
患,心,huàn,O,B,n
病,疒,bìng,O,M,n
率,玄,shuài,O,E,n
为,丶,wéi,O,S,p
num,UNK,UNK,O,B,m
.,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
%,UNK,UNK,O,S,x
⋯,UNK,UNK,O,S,x
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
年,干,nián,O,S,m
调,讠,tiáo,O,B,vn
查,木,chá,O,E,vn
的,白,dí,O,S,uj
全,入,quán,O,B,n
国,囗,guó,O,E,n
LB,UNK,UNK,O,S,x
成,戈,chéng,O,B,n
年,干,nián,O,M,n
人,人,rén,O,E,n
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
患,心,huàn,O,B,n
病,疒,bìng,O,M,n
率,玄,shuài,O,E,n
为,丶,wéi,O,S,p
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
.,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
%,UNK,UNK,O,S,x
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
⋯,UNK,UNK,O,S,x
。,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
年,干,nián,O,S,m
国,囗,guó,O,B,n
际,阝,jì,O,E,n
糖,米,táng,O,B,n
尿,尸,niào,O,M,n
病,疒,bìng,O,E,n
联,耳,lián,O,B,j
盟,皿,méng,O,E,j
LB,UNK,UNK,O,S,x
发,又,fā,O,B,v
布,巾,bù,O,E,v
的,白,dí,O,S,uj
第,竹,dì,O,S,m
num,UNK,UNK,O,S,m
版,片,bǎn,O,S,n
“,UNK,UNK,O,S,x
糖,米,táng,O,B,n
尿,尸,niào,O,M,n
病,疒,bìng,O,E,n
地,土,dì,O,B,n
图,囗,tú,O,E,n
”,UNK,UNK,O,S,x
公,八,gōng,O,B,v
布,巾,bù,O,E,v
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
num,UNK,UNK,O,B,m
num,UNK,UNK,O,E,m
",",UNK,UNK,O,S,x
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
的,白,dí,O,S,uj
患,心,huàn,O,B,n
病,疒,bìng,O,E,n
人,人,rén,O,S,n
LB,UNK,UNK,O,S,x
数,攵,shù,O,S,m
为,丶,wéi,O,S,p
num,UNK,UNK,O,S,m
SPACE,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
