word,radical,pinyin,label,bounds,flags
num,UNK,UNK,B-Disease,S,x
SPACE,UNK,UNK,I-Disease,S,x
型,土,xíng,I-Disease,S,k
糖,米,táng,I-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
合,口,hé,O,B,v
并,干,bìng,O,E,v
慢,忄,màn,B-Disease,B,b
性,忄,xìng,I-Disease,E,b
肾,月,shèn,I-Disease,B,n
脏,月,zàng,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
口,口,kǒu,B-Method,B,n
服,月,fú,I-Method,E,n
降,阝,jiàng,I-Drug,B,n
糖,米,táng,I-Drug,M,n
药,艹,yào,I-Drug,E,n
用,用,yòng,O,B,n
药,艹,yào,O,E,n
LB,UNK,UNK,O,S,x
原,厂,yuán,O,B,n
则,刂,zé,O,E,n
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
专,一,zhuān,O,B,n
家,宀,jiā,O,E,n
共,八,gòng,O,B,n
识,讠,shí,O,E,n
(,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
SPACE,UNK,UNK,O,S,x
年,干,nián,O,S,m
更,曰,gēng,O,B,l
新,斤,xīn,O,M,l
版,片,bǎn,O,E,l
),UNK,UNK,O,S,x
LB,UNK,UNK,O,S,x
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
医,匚,yī,O,B,n
师,巾,shī,O,E,n
协,十,xié,O,B,n
会,人,huì,O,E,n
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,E,n
代,亻,dài,O,B,v
谢,讠,xiè,O,E,v
科,禾,kē,O,S,n
医,匚,yī,O,B,n
师,巾,shī,O,E,n
分,刀,fēn,O,B,n
会,人,huì,O,E,n
LB,UNK,UNK,O,S,x
_,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
_,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
慢,忄,màn,B-Disease,B,b
性,忄,xìng,I-Disease,E,b
肾,月,shèn,I-Disease,B,n
脏,月,zàng,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
是,日,shì,O,S,v
严,一,yán,O,B,n
重,里,zhòng,O,M,n
威,女,wēi,O,M,n
胁,月,xié,O,E,n
人,人,rén,O,B,n
类,米,lèi,O,E,n
健,亻,jiàn,O,B,a
康,广,kāng,O,E,a
的,白,dí,O,S,uj
常,巾,cháng,O,B,a
见,见,jiàn,O,E,a
慢,忄,màn,O,B,n
性,忄,xìng,O,M,n
病,疒,bìng,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
LB,UNK,UNK,O,S,x
病,疒,bìng,O,B,n
因,囗,yīn,O,E,n
多,夕,duō,O,B,m
种,禾,zhǒng,O,M,m
多,夕,duō,O,M,m
样,木,yàng,O,E,m
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
由,田,yóu,O,S,p
糖,米,táng,B-Reason,B,n
尿,尸,niào,I-Reason,M,n
病,疒,bìng,I-Reason,E,n
所,户,suǒ,O,S,c
引,弓,yǐn,O,B,v
发,又,fā,O,E,v
的,白,dí,O,S,uj
慢,忄,màn,B-Disease,B,b
性,忄,xìng,I-Disease,E,b
肾,月,shèn,I-Disease,B,n
脏,月,zàng,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
称,禾,chēng,O,B,v
为,丶,wéi,O,E,v
糖,米,táng,B-Disease,S,zg
LB,UNK,UNK,I-Disease,S,x
尿,尸,niào,I-Disease,B,n
病,疒,bìng,I-Disease,E,n
肾,月,shèn,I-Disease,B,n
脏,月,zàng,I-Disease,E,n
病,疒,bìng,I-Disease,B,v
变,又,biàn,I-Disease,E,v
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
SPACE,UNK,UNK,O,S,x
num,UNK,UNK,B-Disease,S,x
SPACE,UNK,UNK,I-Disease,S,x
型,土,xíng,I-Disease,S,k
糖,米,táng,I-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
常,巾,cháng,O,S,d
合,口,hé,O,B,v
并,干,bìng,O,E,v
慢,忄,màn,B-Disease,B,b
性,忄,xìng,I-Disease,E,b
肾,月,shèn,I-Disease,B,n
脏,月,zàng,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
高,高,gāo,B-Reason,S,a
血,血,xiě,I-Reason,S,n
LB,UNK,UNK,I-Reason,S,x
糖,米,táng,I-Reason,S,n
是,日,shì,O,S,v
慢,忄,màn,B-Disease,B,b
性,忄,xìng,I-Disease,E,b
肾,月,shèn,I-Disease,B,n
脏,月,zàng,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
发,又,fā,O,B,v
生,生,shēng,O,E,v
和,口,hé,O,S,c
发,又,fā,O,B,vn
展,尸,zhǎn,O,E,vn
的,白,dí,O,S,uj
主,丶,zhǔ,O,B,b
要,覀,yào,O,E,b
原,厂,yuán,O,B,n
因,囗,yīn,O,E,n
之,丶,zhī,O,B,r
一,一,yī,O,E,r
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
因,囗,yīn,O,B,c
此,止,cǐ,O,E,c
良,艮,liáng,O,S,a
LB,UNK,UNK,O,S,x
好,女,hǎo,O,S,a
控,扌,kòng,O,B,v
制,刂,zhì,O,E,v
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
至,至,zhì,O,B,l
关,丷,guān,O,M,l
重,里,zhòng,O,M,l
要,覀,yào,O,E,l
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
SPACE,UNK,UNK,O,S,x
口,口,kǒu,B-Drug,B,n
服,月,fú,I-Drug,E,n
降,阝,jiàng,I-Drug,B,n
糖,米,táng,I-Drug,M,n
药,艹,yào,I-Drug,E,n
是,日,shì,O,S,v
良,艮,liáng,O,B,a
好,女,hǎo,O,E,a
控,扌,kòng,O,B,v
制,刂,zhì,O,E,v
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
最,曰,zuì,O,S,d
LB,UNK,UNK,O,S,x
常,巾,cháng,O,B,b
用,用,yòng,O,E,b
的,白,dí,O,S,uj
降,阝,jiàng,O,B,n
糖,米,táng,O,M,n
药,艹,yào,O,E,n
物,牜,wù,O,S,zg
[,UNK,UNK,O,S,x
num,UNK,UNK,O,S,x
],UNK,UNK,O,S,x
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
SPACE,UNK,UNK,O,S,x
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
医,匚,yī,O,B,n
师,巾,shī,O,E,n
协,十,xié,O,B,n
会,人,huì,O,E,n
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,E,n
代,亻,dài,O,B,v
谢,讠,xiè,O,E,v
科,禾,kē,O,B,n
医,匚,yī,O,E,n
LB,UNK,UNK,O,S,x
师,巾,shī,O,S,ng
分,刀,fēn,O,B,n
会,人,huì,O,E,n
于,二,yú,O,S,p
SPACE,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
SPACE,UNK,UNK,O,S,x
年,干,nián,O,S,m
组,纟,zǔ,O,B,v
织,纟,zhī,O,E,v
国,囗,guó,O,B,s
内,冂,nèi,O,E,s
的,白,dí,O,S,uj
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,M,n
科,禾,kē,O,E,n
和,口,hé,O,S,c
肾,月,shèn,O,B,n
内,冂,nèi,O,M,n
科,禾,kē,O,E,n
领,页,lǐng,O,B,n
域,土,yù,O,E,n
