word,radical,pinyin,label,bounds,flags
病,疒,bìng,O,B,n
科,禾,kē,O,E,n
",",UNK,UNK,O,S,x
上,一,shàng,O,B,ns
海,氵,hǎi,O,M,ns
市,巾,shì,O,E,ns
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,E,n
代,亻,dài,O,B,v
谢,讠,xiè,O,E,v
病,疒,bìng,O,S,n
研,石,yán,O,B,n
究,穴,jiū,O,M,n
所,户,suǒ,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
上,一,shàng,O,B,ns
海,氵,hǎi,O,M,ns
市,巾,shì,O,E,ns
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,E,n
代,亻,dài,O,B,v
谢,讠,xiè,O,E,v
病,疒,bìng,O,S,n
临,丨,lín,O,B,l
床,广,chuáng,O,M,l
医,匚,yī,O,M,l
学,子,xué,O,E,l
中,丨,zhōng,O,B,n
心,心,xīn,O,E,n
LB,UNK,UNK,O,S,x
对,寸,duì,O,S,p
“,UNK,UNK,O,S,x
阿,阝,ā,B-Drug,B,ns
仑,人,lún,I-Drug,E,ns
膦,月,lìn,I-Drug,S,g
酸,酉,suān,I-Drug,B,nz
钠,钅,nà,I-Drug,E,nz
疗,疒,liáo,O,B,n
效,攵,xiào,O,E,n
与,一,yǔ,O,S,p
维,纟,wéi,B-Test,B,nr
生,生,shēng,I-Test,M,nr
素,糸,sù,I-Test,E,nr
SPACE,UNK,UNK,I-Test,S,x
D,UNK,UNK,I-Test,S,x
SPACE,UNK,UNK,I-Test,S,x
血,血,xiě,I-Test,B,n
清,氵,qīng,I-Test,E,n
水,水,shuǐ,I-Test,B,n
平,干,píng,I-Test,E,n
的,白,dí,O,S,uj
LB,UNK,UNK,O,S,x
相,目,xiāng,O,B,l
关,丷,guān,O,M,l
性,忄,xìng,O,E,l
冶,冫,yě,O,S,zg
一,一,yī,O,B,m
文,文,wén,O,E,m
的,白,dí,O,S,uj
编,纟,biān,O,B,n
后,口,hòu,O,E,n
评,讠,píng,O,B,n
论,讠,lùn,O,E,n
LB,UNK,UNK,O,S,x
刘,刂,liú,O,B,nr
建,廴,jiàn,O,M,nr
民,乛,mín,O,E,nr
LB,UNK,UNK,O,S,x
本,木,běn,O,B,t
期,月,qī,O,E,t
发,又,fā,O,B,v
表,衣,biǎo,O,E,v
了,乙,liǎo,O,S,ul
潘,氵,pān,O,B,nr
凌,冫,líng,O,E,nr
等,竹,děng,O,S,u
[,UNK,UNK,O,S,x
num,UNK,UNK,O,S,x
],UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
《,UNK,UNK,O,S,x
阿,阝,ā,B-Drug,B,ns
仑,人,lún,I-Drug,E,ns
膦,月,lìn,I-Drug,S,g
酸,酉,suān,I-Drug,B,nz
钠,钅,nà,I-Drug,E,nz
疗,疒,liáo,O,B,n
效,攵,xiào,O,E,n
与,一,yǔ,O,S,p
维,纟,wéi,B-Test,B,nr
生,生,shēng,I-Test,M,nr
素,糸,sù,I-Test,E,nr
LB,UNK,UNK,I-Test,S,x
D,UNK,UNK,I-Test,S,x
SPACE,UNK,UNK,I-Test,S,x
血,血,xiě,I-Test,B,n
清,氵,qīng,I-Test,E,n
水,水,shuǐ,I-Test,B,n
平,干,píng,I-Test,E,n
的,白,dí,O,S,uj
相,目,xiāng,O,B,l
关,丷,guān,O,M,l
性,忄,xìng,O,E,l
》,UNK,UNK,O,S,x
的,白,dí,O,S,uj
文,文,wén,O,B,n
章,立,zhāng,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
研,石,yán,O,B,vn
究,穴,jiū,O,E,vn
认,讠,rèn,O,B,v
为,丶,wéi,O,E,v
绝,纟,jué,O,B,d
经,纟,jīng,O,E,d
后,口,hòu,O,S,f
骨,骨,gǔ,B-Disease,B,n
质,贝,zhì,I-Disease,E,n
疏,疋,shū,I-Disease,S,v
LB,UNK,UNK,I-Disease,S,x
松,木,sōng,I-Disease,S,v
妇,女,fù,O,B,n
女,女,nǚ,O,E,n
服,月,fú,O,B,vn
用,用,yòng,O,E,vn
阿,阝,ā,B-Drug,B,ns
仑,人,lún,I-Drug,E,ns
膦,月,lìn,I-Drug,S,g
酸,酉,suān,I-Drug,B,nz
钠,钅,nà,I-Drug,E,nz
治,氵,zhì,O,B,v
疗,疒,liáo,O,E,v
期,月,qī,O,B,f
间,门,jiān,O,E,f
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
血,血,xiě,B-Test,B,n
清,氵,qīng,I-Test,E,n
SPACE,UNK,UNK,I-Test,S,x
num,UNK,UNK,I-Test,B,m
num,UNK,UNK,I-Test,E,m
-,UNK,UNK,I-Test,S,x
羟,羊,qiǎng,I-Test,S,n
维,纟,wéi,I-Test,B,nr
生,生,shēng,I-Test,M,nr
素,糸,sù,I-Test,E,nr
SPACE,UNK,UNK,I-Test,S,x
D,UNK,UNK,I-Test,S,x
LB,UNK,UNK,O,S,x
(,UNK,UNK,O,S,x
num,UNK,UNK,B-Test,B,m
num,UNK,UNK,I-Test,E,m
-,UNK,UNK,I-Test,S,x
O,UNK,UNK,I-Test,B,eng
H,UNK,UNK,I-Test,M,eng
D,UNK,UNK,I-Test,E,eng
),UNK,UNK,O,S,x
水,水,shuǐ,O,B,n
平,干,píng,O,E,n
应,广,yīng,O,B,v
