word,radical,pinyin,label,bounds,flags
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
是,日,shì,O,S,v
评,讠,píng,O,B,n
价,亻,jià,O,E,n
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
控,扌,kòng,O,B,v
制,刂,zhì,O,E,v
的,白,dí,O,S,uj
重,里,zhòng,O,B,a
要,覀,yào,O,E,a
指,扌,zhǐ,O,B,n
标,木,biāo,O,E,n
之,丶,zhī,O,B,r
一,一,yī,O,E,r
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
糖,米,táng,B-Test,B,n
化,亻,huà,I-Test,E,n
血,血,xiě,I-Test,B,l
红,纟,hóng,I-Test,M,l
蛋,虫,dàn,I-Test,M,l
白,白,bái,I-Test,E,l
(,UNK,UNK,O,S,x
h,UNK,UNK,O,B,eng
e,UNK,UNK,O,M,eng
m,UNK,UNK,O,M,eng
o,UNK,UNK,O,M,eng
g,UNK,UNK,O,M,eng
l,UNK,UNK,O,M,eng
o,UNK,UNK,O,M,eng
b,UNK,UNK,O,M,eng
i,UNK,UNK,O,M,eng
n,UNK,UNK,O,E,eng
SPACE,UNK,UNK,O,S,x
A,UNK,UNK,O,B,eng
num,UNK,UNK,O,M,eng
c,UNK,UNK,O,E,eng
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
LB,UNK,UNK,O,S,x
H,UNK,UNK,B-Test,B,eng
B,UNK,UNK,I-Test,M,eng
A,UNK,UNK,I-Test,M,eng
num,UNK,UNK,I-Test,M,eng
C,UNK,UNK,I-Test,E,eng
),UNK,UNK,O,S,x
虽,虫,suī,O,S,c
能,月,néng,O,S,v
反,又,fǎn,O,B,v
映,日,yìng,O,E,v
num,UNK,UNK,O,S,m
个,人,gè,O,S,m
月,月,yuè,O,S,m
内,冂,nèi,O,S,f
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
的,白,dí,O,S,uj
平,干,píng,O,B,n
均,土,jūn,O,M,n
水,水,shuǐ,O,M,n
平,干,píng,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
但,亻,dàn,O,S,c
无,一,wú,O,B,n
法,氵,fǎ,O,E,n
LB,UNK,UNK,O,S,x
反,又,fǎn,O,B,v
映,日,yìng,O,E,v
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
的,白,dí,O,S,uj
情,忄,qíng,O,B,n
况,冫,kuàng,O,E,n
[,UNK,UNK,O,S,x
num,UNK,UNK,O,S,x
],UNK,UNK,O,S,x
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
H,UNK,UNK,B-Test,B,eng
B,UNK,UNK,I-Test,M,eng
A,UNK,UNK,I-Test,M,eng
num,UNK,UNK,I-Test,M,eng
C,UNK,UNK,I-Test,E,eng
控,扌,kòng,O,B,v
制,刂,zhì,O,E,v
相,目,xiāng,O,B,v
似,亻,sì,O,E,v
的,白,dí,O,S,uj
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
LB,UNK,UNK,O,S,x
患,心,huàn,O,B,n
者,耂,zhě,O,E,n
可,口,kě,O,B,v
能,月,néng,O,E,v
因,囗,yīn,O,S,p
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
的,白,dí,O,S,uj
程,禾,chéng,O,B,n
度,广,dù,O,E,n
不,一,bù,O,B,a
同,口,tóng,O,E,a
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
发,又,fā,O,B,v
生,生,shēng,O,E,v
并,干,bìng,O,B,l
发,又,fā,O,M,l
症,疒,zhèng,O,E,l
的,白,dí,O,S,uj
风,风,fēng,O,S,n
LB,UNK,UNK,O,S,x
险,阝,xiǎn,O,S,a
也,乙,yě,O,S,d
不,一,bù,O,S,d
相,目,xiāng,O,B,d
同,口,tóng,O,E,d
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
患,心,huàn,O,B,n
者,耂,zhě,O,E,n
理,王,lǐ,O,B,n
想,心,xiǎng,O,E,n
的,白,dí,O,S,uj
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
控,扌,kòng,O,B,v
制,刂,zhì,O,E,v
不,一,bù,O,B,c
仅,亻,jǐn,O,E,c
要,覀,yào,O,S,v
LB,UNK,UNK,O,S,x
H,UNK,UNK,B-Test,B,eng
B,UNK,UNK,I-Test,M,eng
A,UNK,UNK,I-Test,M,eng
num,UNK,UNK,I-Test,M,eng
C,UNK,UNK,I-Test,E,eng
达,辶,dá,O,B,v
标,木,biāo,O,E,v
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
还,辶,huán,O,S,d
应,广,yīng,O,S,v
尽,尸,jìn,O,B,i
可,口,kě,O,M,i
能,月,néng,O,M,i
减,冫,jiǎn,O,M,i
少,小,shǎo,O,E,i
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
的,白,dí,O,S,uj
幅,巾,fú,O,B,n
度,广,dù,O,E,n
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
目,目,mù,O,S,t
LB,UNK,UNK,O,S,x
前,刂,qián,O,S,f
",",UNK,UNK,O,S,x
针,钅,zhēn,O,B,p
对,寸,duì,O,E,p
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
相,目,xiāng,O,B,v
关,丷,guān,O,E,v
指,扌,zhǐ,O,B,n
标,木,biāo,O,E,n
的,白,dí,O,S,uj
评,讠,píng,O,B,vn
估,亻,gū,O,E,vn
方,方,fāng,O,B,n
法,氵,fǎ,O,E,n
较,车,jiào,O,B,d
为,丶,wéi,O,E,d
复,夂,fù,O,B,a
杂,木,zá,O,E,a
、,UNK,UNK,O,S,x
LB,UNK,UNK,O,S,x
可,口,kě,O,B,l
操,扌,cāo,O,M,l
作,亻,zuò,O,M,l
性,忄,xìng,O,E,l
差,工,chà,O,S,a
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
不,一,bù,O,B,v
利,刂,lì,O,M,v
于,二,yú,O,E,v
临,丨,lín,O,B,vn
床,广,chuáng,O,E,vn
医,匚,yī,O,B,n
生,生,shēng,O,E,n
对,寸,duì,O,S,p
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
进,辶,jìn,O,B,v
行,行,háng,O,E,v
有,月,yǒu,O,B,a
效,攵,xiào,O,E,a
LB,UNK,UNK,O,S,x
临,丨,lín,O,B,vn
床,广,chuáng,O,E,vn
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,M,n
学,子,xué,O,E,n
领,页,lǐng,O,B,n
域,土,yù,O,M,n
专,一,zhuān,O,M,n
家,宀,jiā,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
通,辶,tōng,O,B,p
过,辶,guò,O,E,p
系,糸,xì,O,B,n
统,纟,tǒng,O,M,n
性,忄,xìng,O,E,n
回,囗,huí,O,B,v
顾,页,gù,O,E,v
分,刀,fēn,O,B,vn
析,木,xī,O,E,vn
现,见,xiàn,O,B,b
有,月,yǒu,O,E,b
LB,UNK,UNK,O,S,x
循,彳,xún,O,B,vn
证,讠,zhèng,O,E,vn
医,匚,yī,O,B,n
学,子,xué,O,E,n
证,讠,zhèng,O,B,n
据,扌,jù,O,E,n
并,干,bìng,O,S,c
结,纟,jié,O,B,v
合,口,hé,O,E,v
专,一,zhuān,O,B,n
家,宀,jiā,O,E,n
临,丨,lín,O,B,n
床,广,chuáng,O,M,n
经,纟,jīng,O,M,n
验,马,yàn,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
制,刂,zhì,O,B,v
定,宀,dìng,O,E,v
了,乙,liǎo,O,S,ul
《,UNK,UNK,O,S,x
糖,米,táng,O,B,n
尿,尸,niào,O,E,n
LB,UNK,UNK,O,S,x
病,疒,bìng,O,B,n
患,心,huàn,O,M,n
者,耂,zhě,O,E,n
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
管,竹,guǎn,O,B,vn
理,王,lǐ,O,E,vn
专,一,zhuān,O,B,n
家,宀,jiā,O,E,n
共,八,gòng,O,B,n
识,讠,shí,O,E,n
》,UNK,UNK,O,S,x
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
LB,UNK,UNK,O,S,x
num,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
的,白,dí,O,S,uj
定,宀,dìng,O,B,n
义,丶,yì,O,E,n
?,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
LB,UNK,UNK,O,S,x
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
指,扌,zhǐ,O,S,n
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
水,水,shuǐ,O,B,n
平,干,píng,O,E,n
在,土,zài,O,S,p
其,八,qí,O,S,r
高,高,gāo,O,B,nr
峰,山,fēng,O,E,nr
和,口,hé,O,S,c
低,亻,dī,O,B,n
谷,谷,gǔ,O,E,n
之,丶,zhī,O,B,f
间,门,jiān,O,E,f
变,又,biàn,O,B,vn
化,亻,huà,O,E,vn
LB,UNK,UNK,O,S,x
的,白,dí,O,S,uj
不,一,bù,O,S,a
稳,禾,wěn,O,B,a
定,宀,dìng,O,E,a
状,犬,zhuàng,O,B,n
态,心,tài,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
不,一,bù,O,B,c
仅,亻,jǐn,O,E,c
包,勹,bāo,O,B,v
括,扌,kuò,O,E,v
短,矢,duǎn,O,B,b
期,月,qī,O,E,b
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
即,卩,jí,O,B,t
日,日,rì,O,E,t
间,门,jiān,O,S,f
血,血,xiě,B-Test,S,n
LB,UNK,UNK,I-Test,S,x
糖,米,táng,I-Test,S,zg
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
和,口,hé,O,B,nz
日,日,rì,O,M,nz
内,冂,nèi,O,E,nz
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
还,辶,huán,O,S,d
包,勹,bāo,O,B,v
括,扌,kuò,O,E,v
长,长,cháng,O,B,d
期,月,qī,O,E,d
血,血,xiě,B-Test,B,n
糖,米,táng,I-Test,E,n
波,氵,bō,O,B,vn
动,力,dòng,O,E,vn
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
即,卩,jí,O,S,v
LB,UNK,UNK,O,S,x
H,UNK,UNK,B-Test,B,eng
B,UNK,UNK,I-Test,M,eng
A,UNK,UNK,I-Test,M,eng
