word,radical,pinyin,label,bounds,flags
临,丨,lín,O,B,v
诊,讠,zhěn,O,E,v
应,广,yīng,O,B,v
对,寸,duì,O,E,v
LB,UNK,UNK,O,S,x
上,一,shàng,O,B,ns
海,氵,hǎi,O,M,ns
市,巾,shì,O,E,ns
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
临,丨,lín,O,B,l
床,广,chuáng,O,M,l
医,匚,yī,O,M,l
学,子,xué,O,E,l
中,丨,zhōng,O,B,n
心,心,xīn,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
上,一,shàng,O,B,ns
海,氵,hǎi,O,M,ns
市,巾,shì,O,E,ns
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
重,里,zhòng,O,B,n
点,灬,diǎn,O,E,n
实,宀,shí,O,B,n
验,马,yàn,O,M,n
室,宀,shì,O,E,n
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
上,一,shàng,O,B,ns
海,氵,hǎi,O,M,ns
市,巾,shì,O,E,ns
糖,米,táng,B-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
LB,UNK,UNK,O,S,x
研,石,yán,O,B,n
究,穴,jiū,O,M,n
所,户,suǒ,O,E,n
LB,UNK,UNK,O,S,x
G,UNK,UNK,B-Disease,B,eng
r,UNK,UNK,I-Disease,M,eng
a,UNK,UNK,I-Disease,M,eng
v,UNK,UNK,I-Disease,M,eng
e,UNK,UNK,I-Disease,M,eng
s,UNK,UNK,I-Disease,E,eng
SPACE,UNK,UNK,I-Disease,S,x
病,疒,bìng,I-Disease,S,n
合,口,hé,O,B,v
并,干,bìng,O,E,v
亚,二,yà,B-Disease,B,n
急,心,jí,I-Disease,M,n
性,忄,xìng,I-Disease,E,n
甲,田,jiǎ,I-Disease,B,n
状,犬,zhuàng,I-Disease,M,n
腺,月,xiàn,I-Disease,M,n
炎,火,yán,I-Disease,E,n
的,白,dí,O,S,uj
临,丨,lín,O,B,v
诊,讠,zhěn,O,E,v
应,广,yīng,O,B,v
对,寸,duì,O,E,v
LB,UNK,UNK,O,S,x
陆,阝,lù,O,B,nr
静,青,jìng,O,M,nr
毅,殳,yì,O,E,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
周,口,zhōu,O,B,nr
健,亻,jiàn,O,E,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
包,勹,bāo,O,B,nr
玉,玉,yù,O,M,nr
倩,亻,qiàn,O,E,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
贾,贝,gǔ,O,B,nr
伟,亻,wěi,O,M,nr
平,干,píng,O,E,nr
sep,sep,sep,sep,sep,sep
LB,UNK,UNK,O,S,x
[,UNK,UNK,O,S,x
提,扌,tí,O,B,v
要,覀,yào,O,E,v
],UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
亚,二,yà,B-Disease,B,n
急,心,jí,I-Disease,M,n
性,忄,xìng,I-Disease,E,n
甲,田,jiǎ,I-Disease,B,n
状,犬,zhuàng,I-Disease,M,n
腺,月,xiàn,I-Disease,M,n
炎,火,yán,I-Disease,E,n
可,口,kě,O,S,v
造,辶,zào,O,B,v
成,戈,chéng,O,E,v
甲,田,jiǎ,B-Anatomy,B,l
状,犬,zhuàng,I-Anatomy,M,l
腺,月,xiàn,I-Anatomy,E,l
滤,氵,lǜ,I-Anatomy,B,n
泡,氵,pào,I-Anatomy,E,n
的,白,dí,O,S,uj
破,石,pò,O,B,v
坏,土,huài,O,E,v
",",UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
从,人,cóng,O,B,c
而,而,ér,O,E,c
引,弓,yǐn,O,B,v
起,走,qǐ,O,E,v
一,一,yī,B-Disease,S,m
过,辶,guò,I-Disease,B,n
性,忄,xìng,I-Disease,E,n
甲,田,jiǎ,I-Disease,B,l
状,犬,zhuàng,I-Disease,M,l
腺,月,xiàn,I-Disease,E,l
毒,母,dú,I-Disease,B,n
症,疒,zhèng,I-Disease,E,n
。,UNK,UNK,O,S,x
sep,sep,sep,sep,sep,sep
SPACE,UNK,UNK,O,S,x
当,彐,dāng,O,S,p
其,八,qí,O,S,r
与,一,yǔ,O,S,p
SPACE,UNK,UNK,O,S,x
G,UNK,UNK,B-Disease,B,eng
r,UNK,UNK,I-Disease,M,eng
