word,radical,pinyin,label,bounds,flags
评,讠,píng,O,S,v
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
成,戈,chéng,O,B,n
人,人,rén,O,E,n
num,UNK,UNK,B-Disease,S,m
型,土,xíng,I-Disease,S,k
糖,米,táng,I-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
胰,月,yí,B-Drug,B,n
岛,山,dǎo,I-Drug,M,n
素,糸,sù,I-Drug,E,n
促,亻,cù,I-Drug,B,v
泌,氵,mì,I-Drug,E,v
剂,刂,jì,I-Drug,S,ng
应,广,yīng,O,B,v
用,用,yòng,O,E,v
专,一,zhuān,O,B,n
家,宀,jiā,O,E,n
共,八,gòng,O,B,n
识,讠,shí,O,E,n
LB,UNK,UNK,O,S,x
黄,黄,huáng,O,B,nr
李,木,lǐ,O,E,nr
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
童,立,tóng,O,B,nr
南,十,nán,O,M,nr
伟,亻,wěi,O,E,nr
*,UNK,UNK,O,S,x
LB,UNK,UNK,O,S,x
四,囗,sì,O,B,nt
川,川,chuān,O,M,nt
大,大,dà,O,M,nt
学,子,xué,O,E,nt
华,十,huá,O,B,ns
西,覀,xī,O,E,ns
医,匚,yī,O,B,n
院,阝,yuàn,O,E,n
内,冂,nèi,O,B,n
分,刀,fēn,O,M,n
泌,氵,mì,O,E,n
代,亻,dài,O,B,v
谢,讠,xiè,O,E,v
科,禾,kē,O,S,n
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
(,UNK,UNK,O,S,x
成,戈,chéng,O,B,ns
都,阝,dū,O,E,ns
SPACE,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
num,UNK,UNK,O,B,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,M,m
num,UNK,UNK,O,E,m
),UNK,UNK,O,S,x
LB,UNK,UNK,O,S,x
【,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
摘,扌,zhāi,O,B,v
要,覀,yào,O,E,v
SPACE,UNK,UNK,O,S,x
】,UNK,UNK,O,S,x
SPACE,UNK,UNK,O,S,x
中,丨,zhōng,O,B,ns
国,囗,guó,O,E,ns
成,戈,chéng,O,B,n
人,人,rén,O,E,n
SPACE,UNK,UNK,O,S,x
num,UNK,UNK,B-Disease,S,x
SPACE,UNK,UNK,I-Disease,S,x
型,土,xíng,I-Disease,S,k
糖,米,táng,I-Disease,B,n
尿,尸,niào,I-Disease,M,n
病,疒,bìng,I-Disease,E,n
的,白,dí,O,S,uj
病,疒,bìng,O,B,n
理,王,lǐ,O,E,n
生,生,shēng,O,B,n
理,王,lǐ,O,M,n
特,牜,tè,O,M,n
点,灬,diǎn,O,E,n
与,一,yǔ,O,S,p
欧,欠,ōu,O,B,ns
